stem,snippet_id,compound,class,dose,route,administered,context
jin2020,24,haloperidol,comparator,0.3 mg/kg,p.o.,True,"dol (0.1, 0.13, 0.17, 0.23 and 0.3 mg/ kg), aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,24,aripiprazole,comparator,0.3 mg/kg,p.o.,True,"dol (0.1, 0.13, 0.17, 0.23 and 0.3 mg/ kg), aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,24,aripiprazole,comparator,1.0 mg/kg,p.o.,True,"dol (0.1, 0.13, 0.17, 0.23 and 0.3 mg/ kg), aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,24,aripiprazole,comparator,3.0 mg/kg,p.o.,True,"dol (0.1, 0.13, 0.17, 0.23 and 0.3 mg/ kg), aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,24,aripiprazole,comparator,10 mg/kg,p.o.,True,"dol (0.1, 0.13, 0.17, 0.23 and 0.3 mg/ kg), aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,24,risperidone,comparator,0.01 mg/kg,p.o.,True,"dol (0.1, 0.13, 0.17, 0.23 and 0.3 mg/ kg), aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,24,risperidone,comparator,0.03 mg/kg,p.o.,True,"dol (0.1, 0.13, 0.17, 0.23 and 0.3 mg/ kg), aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,24,risperidone,comparator,0.1 mg/kg,p.o.,True,"dol (0.1, 0.13, 0.17, 0.23 and 0.3 mg/ kg), aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,25,aripiprazole,comparator,0.3 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,25,aripiprazole,comparator,1.0 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,25,aripiprazole,comparator,3.0 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,25,aripiprazole,comparator,10 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,25,risperidone,comparator,0.01 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,25,risperidone,comparator,0.03 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,25,risperidone,comparator,0.1 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,25,risperidone,comparator,0.3 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,25,compound 13,model_drug,0.03 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,25,compound 13,model_drug,0.1 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,25,compound 13,model_drug,0.3 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,25,compound 13,model_drug,1.0 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,26,aripiprazole,comparator,0.3 mg/kg,p.o.,True,"twitch 50  Mice (10 mice in each group) were orally dosed with increasing doses of the aripiprazole (0.3, 1.0, 3.0 and 1"
jin2020,26,aripiprazole,comparator,1.0 mg/kg,p.o.,True,"twitch 50  Mice (10 mice in each group) were orally dosed with increasing doses of the aripiprazole (0.3, 1.0, 3.0 and 1"
jin2020,26,aripiprazole,comparator,3.0 mg/kg,p.o.,True,"twitch 50  Mice (10 mice in each group) were orally dosed with increasing doses of the aripiprazole (0.3, 1.0, 3.0 and 1"
jin2020,26,aripiprazole,comparator,10 mg/kg,p.o.,True,"twitch 50  Mice (10 mice in each group) were orally dosed with increasing doses of the aripiprazole (0.3, 1.0, 3.0 and 1"
jin2020,27,haloperidol,comparator,0.18 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,haloperidol,comparator,0.35 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,haloperidol,comparator,0.75 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,haloperidol,comparator,1.5 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,haloperidol,comparator,3.0 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,aripiprazole,comparator,5 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,aripiprazole,comparator,15 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,aripiprazole,comparator,30 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,aripiprazole,comparator,100 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,aripiprazole,comparator,150 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,risperidone,comparator,0.1 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,risperidone,comparator,0.6 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,risperidone,comparator,1.2 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,risperidone,comparator,2.5 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,27,risperidone,comparator,5.0 mg/kg,p.o.,True,"(0.18, 0.35, 0.75, 1.5 and 3.0 mg/ kg), aripiprazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and "
jin2020,28,aripiprazole,comparator,5 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,aripiprazole,comparator,15 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,aripiprazole,comparator,30 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,aripiprazole,comparator,100 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,aripiprazole,comparator,150 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,risperidone,comparator,0.1 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,risperidone,comparator,0.6 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,risperidone,comparator,1.2 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,risperidone,comparator,2.5 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,risperidone,comparator,5.0 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,compound 13,model_drug,0.5 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,compound 13,model_drug,1.5 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,compound 13,model_drug,3 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,compound 13,model_drug,15 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,28,compound 13,model_drug,30 mg/kg,p.o.,True,"prazole (5,15, 30, 100 and 150 mg/kg), risperidone (0.1, 0.6, 1.2, 2.5 and 5.0 mg/kg), compound 13 (0.5, 1.5, 3, 15 and "
jin2020,29,risperidone,comparator,0.03 mg/kg,p.o.,True,"Mice (10 mice in each group) were orally dosed with vehicle or increasing doses as follows: risperidone (0.03, 0.1, and "
jin2020,29,risperidone,comparator,0.1 mg/kg,p.o.,True,"Mice (10 mice in each group) were orally dosed with vehicle or increasing doses as follows: risperidone (0.03, 0.1, and "
jin2020,29,risperidone,comparator,0.3 mg/kg,p.o.,True,"Mice (10 mice in each group) were orally dosed with vehicle or increasing doses as follows: risperidone (0.03, 0.1, and "
jin2020,30,risperidone,comparator,0.03 mg/kg,p.o.,True,"orally dosed with vehicle or increasing doses as follows: risperidone (0.03, 0.1, and 0.3 mg/kg) and 13 (0.08, 0.3 and 0"
jin2020,30,risperidone,comparator,0.1 mg/kg,p.o.,True,"orally dosed with vehicle or increasing doses as follows: risperidone (0.03, 0.1, and 0.3 mg/kg) and 13 (0.08, 0.3 and 0"
jin2020,30,risperidone,comparator,0.3 mg/kg,p.o.,True,"orally dosed with vehicle or increasing doses as follows: risperidone (0.03, 0.1, and 0.3 mg/kg) and 13 (0.08, 0.3 and 0"
jin2020,30,compound 13,model_drug,0.08 mg/kg,p.o.,True,"orally dosed with vehicle or increasing doses as follows: risperidone (0.03, 0.1, and 0.3 mg/kg) and 13 (0.08, 0.3 and 0"
jin2020,30,compound 13,model_drug,0.3 mg/kg,p.o.,True,"orally dosed with vehicle or increasing doses as follows: risperidone (0.03, 0.1, and 0.3 mg/kg) and 13 (0.08, 0.3 and 0"
jin2020,31,compound 13,model_drug,1.0 mg/kg,p.o.,True,"tch  Fig. 6. Effect of compound 13 administered po on DOI (2,5-dimethoxy-4iodoamphetamine)-induced head twitch in mice ("
jin2020,32,aripiprazole,comparator,0.3 mg/kg,p.o.,True,"e orally dosed with increasing doses of the aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,32,aripiprazole,comparator,1.0 mg/kg,p.o.,True,"e orally dosed with increasing doses of the aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,32,aripiprazole,comparator,3.0 mg/kg,p.o.,True,"e orally dosed with increasing doses of the aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,32,aripiprazole,comparator,10 mg/kg,p.o.,True,"e orally dosed with increasing doses of the aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,32,risperidone,comparator,0.01 mg/kg,p.o.,True,"e orally dosed with increasing doses of the aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,32,risperidone,comparator,0.03 mg/kg,p.o.,True,"e orally dosed with increasing doses of the aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,32,risperidone,comparator,0.1 mg/kg,p.o.,True,"e orally dosed with increasing doses of the aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and "
jin2020,33,aripiprazole,comparator,0.3 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,33,aripiprazole,comparator,1.0 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,33,aripiprazole,comparator,3.0 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,33,aripiprazole,comparator,10 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,33,risperidone,comparator,0.01 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,33,risperidone,comparator,0.03 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,33,risperidone,comparator,0.1 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,33,compound 13,model_drug,0.03 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,33,compound 13,model_drug,0.1 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,33,compound 13,model_drug,0.3 mg/kg,p.o.,True,"aripiprazole (0.3, 1.0, 3.0 and 10 mg/kg), risperidone (0.01, 0.03, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and "
jin2020,34,compound 13,model_drug,0.03 mg/kg,p.o.,True,"3, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and 1.0 mg/kg). or vehicle 60 min before i.p. administration of DOI ("
jin2020,34,compound 13,model_drug,0.1 mg/kg,p.o.,True,"3, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and 1.0 mg/kg). or vehicle 60 min before i.p. administration of DOI ("
jin2020,34,compound 13,model_drug,0.3 mg/kg,p.o.,True,"3, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and 1.0 mg/kg). or vehicle 60 min before i.p. administration of DOI ("
jin2020,34,compound 13,model_drug,1.0 mg/kg,p.o.,True,"3, 0.1 and 0.3 mg/kg), compound 13 (0.03, 0.1, 0.3 and 1.0 mg/kg). or vehicle 60 min before i.p. administration of DOI ("
jin2020,35,compound 13,model_drug,0.04 mg/kg,,True,"guinea pig model, compound 13 showed no QT prolongation or cardiac liability, even at the highest dose (0.04, 0.2, and 0"
jin2020,35,compound 13,model_drug,0.2 mg/kg,,True,"guinea pig model, compound 13 showed no QT prolongation or cardiac liability, even at the highest dose (0.04, 0.2, and 0"
jin2020,36,compound 13,model_drug,2000 mg/kg,,False,"H1 and 5-HT2C receptors and hERG, and displayed a good safety pro /uniFB01 le, even at the highest dose tested (LD50 > 2"
jin2020,37,compound 13,model_drug,8.35 mg/kg,,False,"o block D2 receptors (Table 7). By contrast, compound 13 exhibited a low potential to induce catalepsy, with an ED50 of "
jin2020,38,compound 13,model_drug,0.3 mg/kg,p.o.,True,## MK-801-induced hyperactivity  Fig. 5. Effect of compound 13 administered po on MK-801-induced hyperactivity in mice (
jin2020,39,duloxetine,comparator,20 mg/kg,p.o.,True,"acute depression with duloxetine as the positive control. As shown in Figs. 7 and 8, oral administration of duloxetine ("
jin2020,40,compound 13,model_drug,0.06 mg/kg,,True,"up, compound 13 caused a dose-dependent reduction in immobility time, with a lower MED /uniFF08 Minimum Effect Dose) of "
jin2020,41,compound 13,model_drug,0.06 mg/kg,,True,"2 mg/kg) exerted obvious in /uniFB02 uence on total exploration time (Fig. 9B). Furthermore, rats treated with 0.06 and "
jin2020,41,compound 13,model_drug,0.2 mg/kg,,True,"2 mg/kg) exerted obvious in /uniFB02 uence on total exploration time (Fig. 9B). Furthermore, rats treated with 0.06 and "
jin2020,42,compound 13,model_drug,0.02 mg/kg,,True,"ry for the familiar object presented during the acquisition trial. By contrast, rats treated with vehicle or dosed with "
jin2020,43,compound 13,model_drug,0.06 mg/kg,,True,"alyses indicated that compound 13 does not signi /uniFB01 cantly alter total travel distance at doses of 0.06, 0.2, and "
jin2020,43,compound 13,model_drug,0.2 mg/kg,,True,"alyses indicated that compound 13 does not signi /uniFB01 cantly alter total travel distance at doses of 0.06, 0.2, and "
jin2020,43,compound 13,model_drug,0.6 mg/kg,,True,"alyses indicated that compound 13 does not signi /uniFB01 cantly alter total travel distance at doses of 0.06, 0.2, and "
jin2020,44,compound 13,model_drug,0.5 mg/kg,i.v.,True,cacy and its safety pro /uniFB01 le were explored in rats (Table 9). Intravenous administration of compound 13 in rats (
jin2020,45,compound 13,model_drug,5 mg/kg,p.o.,True,", n ¼ 6) resulted in detectable plasma levels [half-life (t1/ 2) ¼ 0.94 h]. Oral administration of compound 13 in rats ("
jin2020,46,compound 13,model_drug,100 mg/kg,p.o.,True,"10  Mice (5 mice in each group) were orally dosed with increasing doses of the compound 13 (100, 200, 500,1000,1500 and "
jin2020,46,compound 13,model_drug,200 mg/kg,p.o.,True,"10  Mice (5 mice in each group) were orally dosed with increasing doses of the compound 13 (100, 200, 500,1000,1500 and "
jin2020,46,compound 13,model_drug,500 mg/kg,p.o.,True,"10  Mice (5 mice in each group) were orally dosed with increasing doses of the compound 13 (100, 200, 500,1000,1500 and "
jin2020,46,compound 13,model_drug,1000 mg/kg,p.o.,True,"10  Mice (5 mice in each group) were orally dosed with increasing doses of the compound 13 (100, 200, 500,1000,1500 and "
jin2020,46,compound 13,model_drug,1500 mg/kg,p.o.,True,"10  Mice (5 mice in each group) were orally dosed with increasing doses of the compound 13 (100, 200, 500,1000,1500 and "
jin2020,46,compound 13,model_drug,2000 mg/kg,p.o.,True,"10  Mice (5 mice in each group) were orally dosed with increasing doses of the compound 13 (100, 200, 500,1000,1500 and "
jin2020,47,duloxetine,comparator,20 mg/kg,,True,"(FST) 51  A total of 110 naive mice were randomly assigned to eleven groups consisting of vehicle control, duloxetine (2"
jin2020,48,duloxetine,comparator,20 mg/kg,,True,"andomly assigned to eleven groups consisting of vehicle control, duloxetine (20 mg/kg), and compound 13 (0.02, 0.06 and "
jin2020,48,compound 13,model_drug,0.02 mg/kg,,True,"andomly assigned to eleven groups consisting of vehicle control, duloxetine (20 mg/kg), and compound 13 (0.02, 0.06 and "
jin2020,48,compound 13,model_drug,0.06 mg/kg,,True,"andomly assigned to eleven groups consisting of vehicle control, duloxetine (20 mg/kg), and compound 13 (0.02, 0.06 and "
jin2020,48,compound 13,model_drug,0.2 mg/kg,,True,"andomly assigned to eleven groups consisting of vehicle control, duloxetine (20 mg/kg), and compound 13 (0.02, 0.06 and "
jin2020,49,duloxetine,comparator,20 mg/kg,,True,"(TST) 52  A total of 110 naive mice were randomly assigned to eleven groups consisting of vehicle control, duloxetine (2"
jin2020,50,duloxetine,comparator,20 mg/kg,,True,"andomly assigned to eleven groups consisting of vehicle control, duloxetine (20 mg/kg), and compound 13 (0.02, 0.06 and "
jin2020,50,compound 13,model_drug,0.02 mg/kg,,True,"andomly assigned to eleven groups consisting of vehicle control, duloxetine (20 mg/kg), and compound 13 (0.02, 0.06 and "
jin2020,50,compound 13,model_drug,0.06 mg/kg,,True,"andomly assigned to eleven groups consisting of vehicle control, duloxetine (20 mg/kg), and compound 13 (0.02, 0.06 and "
jin2020,50,compound 13,model_drug,0.2 mg/kg,,True,"andomly assigned to eleven groups consisting of vehicle control, duloxetine (20 mg/kg), and compound 13 (0.02, 0.06 and "
jin2020,51,clonazepam,comparator,1 mg/kg,p.o.,True,"or activity  Mice (8 mice in each group) were orally dosed with vehicle or increasing doses of the clonazepam (1, 3 and "
jin2020,51,clonazepam,comparator,3 mg/kg,p.o.,True,"or activity  Mice (8 mice in each group) were orally dosed with vehicle or increasing doses of the clonazepam (1, 3 and "
jin2020,51,clonazepam,comparator,10 mg/kg,p.o.,True,"or activity  Mice (8 mice in each group) were orally dosed with vehicle or increasing doses of the clonazepam (1, 3 and "
jin2020,52,clonazepam,comparator,1 mg/kg,p.o.,True,"were orally dosed with vehicle or increasing doses of the clonazepam (1, 3 and 10 mg/kg) and compound 13 (0.06, 0.2 and "
jin2020,52,clonazepam,comparator,3 mg/kg,p.o.,True,"were orally dosed with vehicle or increasing doses of the clonazepam (1, 3 and 10 mg/kg) and compound 13 (0.06, 0.2 and "
jin2020,52,clonazepam,comparator,10 mg/kg,p.o.,True,"were orally dosed with vehicle or increasing doses of the clonazepam (1, 3 and 10 mg/kg) and compound 13 (0.06, 0.2 and "
jin2020,52,compound 13,model_drug,0.06 mg/kg,p.o.,True,"were orally dosed with vehicle or increasing doses of the clonazepam (1, 3 and 10 mg/kg) and compound 13 (0.06, 0.2 and "
jin2020,52,compound 13,model_drug,0.2 mg/kg,p.o.,True,"were orally dosed with vehicle or increasing doses of the clonazepam (1, 3 and 10 mg/kg) and compound 13 (0.06, 0.2 and "
jin2020,52,compound 13,model_drug,0.6 mg/kg,p.o.,True,"were orally dosed with vehicle or increasing doses of the clonazepam (1, 3 and 10 mg/kg) and compound 13 (0.06, 0.2 and "
jin2020,53,compound 13,model_drug,0.5 mg/kg,i.v.,True,"ound 13 screening, rats (n ¼ 6/group) were dosed via the lateral tail vein at the indicated dose for iv administration ("
jin2020,54,compound 13,model_drug,0.5 mg/kg,i.v.,True,"osed via the lateral tail vein at the indicated dose for iv administration (0.5 mg/kg, 100% saline) or via oral gavage ("
jin2020,54,compound 13,model_drug,5 mg/kg,p.o.,True,"osed via the lateral tail vein at the indicated dose for iv administration (0.5 mg/kg, 100% saline) or via oral gavage ("
jin2020,55,compound 13,model_drug,0.02 mg/kg,,True,"n the acquisition trial was less than 10 s. Numbers of rats treated with vehicle and those treated with 0.02, 0.06, and "
jin2020,55,compound 13,model_drug,0.06 mg/kg,,True,"n the acquisition trial was less than 10 s. Numbers of rats treated with vehicle and those treated with 0.02, 0.06, and "
jin2020,55,compound 13,model_drug,0.2 mg/kg,,True,"n the acquisition trial was less than 10 s. Numbers of rats treated with vehicle and those treated with 0.02, 0.06, and "
kandhwal2025,0,DOI,psychedelic,5 mg/kg,,False,"ential.  Co-administration  of  the  5-HT2A  receptor  agonist, (±)-2,5-dimethoxy-4-iodoamphetamine hydrochloride (DOI, "
kandhwal2025,1,fluoxetine,comparator,20 mg/kg,p.o.,True,"MS group) was exposed to the CUMS protocol and received the vehicle orally, once daily; Group 3 was given fluoxetine at "
kandhwal2025,2,hesperidin,other,100 mg/kg,p.o.,True,"col and received the vehicle orally, once daily; Group 3 was given fluoxetine at 20 mg/kg; p.o.; Group 4 was given HSP ("
kandhwal2025,3,hesperidin,other,200 mg/kg,p.o.,True,e daily; Group 3 was given fluoxetine at 20 mg/kg; p.o.; Group 4 was given HSP (100 mg/kg;p.o.); Group 5 was given HSP (
kandhwal2025,4,DOI,psychedelic,5 mg/kg,s.c.,True,"P (100 mg/kg;p.o.); Group 5 was given HSP (200 mg/ kg; p.o.); Group 6 was DOI (2,5-dimethoxy-4-iodoamphetamine) per se ("
